tile_type,pip_name,speed_index,fwd_type,fwd_slow_max,fwd_slow_min,fwd_fast_max,fwd_fast_min,fwd_res,fwd_in_cap
CMT_TOP_L_UPPER_T,CMT_PLL_PHASER_OUT_D_OCLKDIV->>CMT_PHASER_D_OCLKDIV_TOIOI,1922,buffer_switch,0.124,0.118,0.044,0.040,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_PLL_PHYCTRL_SYNC_BB_DN<<->>CMT_PLL_PHYCTRL_SYNC_BB_UP,1472,tl_buffer,0.000,0.000,0.000,0.000,,
CMT_TOP_L_UPPER_T,CMT_TOP_CLK0_0->>CMT_TOP_L_UPPER_T_PLLE2_CLK_IN2_INT,1923,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_CLK0_1->>CMT_TOP_L_UPPER_T_PLLE2_CLK_FB_INT,1924,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_CLK0_12->>CMT_TOP_R_UPPER_T_PLLE2_DCLK,1925,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_CLK1_0->>CMT_TOP_L_UPPER_T_PLLE2_CLK_IN1_INT,1926,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_IMUX0_11->>CMT_TOP_R_UPPER_T_PLLE2_PWRDWN,1927,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_IMUX0_12->>CMT_TOP_R_UPPER_T_PLLE2_DI15,1928,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_IMUX13_10->>CMT_TOP_R_UPPER_T_PLLE2_RST,1930,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_IMUX13_11->>CMT_TOP_R_UPPER_T_PLLE2_DADDR3,1931,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_IMUX1_11->>CMT_TOP_R_UPPER_T_PLLE2_DEN,1932,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_IMUX2_11->>CMT_TOP_R_UPPER_T_PLLE2_DWE,1933,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_IMUX47_10->>CMT_TOP_R_UPPER_T_PLLE2_CLKINSEL,1934,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_L_UPPER_T_CLKFBIN->>CMT_TOP_R_UPPER_T_PLLE2_CLKFBIN,1935,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_L_UPPER_T_FREQ_BB0->>CMT_TOP_R_UPPER_T_PLLE2_CLKFBIN,1936,buffer_switch,0.223,0.212,0.068,0.061,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_L_UPPER_T_PLLE2_CLK_FB_INT->>CMT_TOP_R_UPPER_T_PLLE2_CLKFBIN,1937,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_L_UPPER_T_PLLE2_CLK_IN1_INT->>CMT_TOP_R_UPPER_T_PLLE2_CLKIN1,1938,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_CLKFBOUT->>CMT_TOP_L_UPPER_T_CLKPLL6,1939,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_CLKOUT0->>PLLOUT_CLK_FREQ_BB_0,1940,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_DO0->>CMT_TOP_LOGIC_OUTS_L_B17_12,1941,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_DRDY->>CMT_TOP_LOGIC_OUTS_L_B16_11,1942,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_L_UPPER_T,CMT_TOP_R_UPPER_T_PLLE2_LOCKED->>CMT_TOP_LOGIC_OUTS_L_B21_11,1943,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_L_UPPER_T,PLL_CLK_FREQ_BB0_NS->>CMT_TOP_L_UPPER_T_FREQ_BB0,1528,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_CLKFBOUT2IN->>CMT_LR_LOWER_B_MMCM_CLKFBIN,1439,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_CLKFBOUT->>CMT_R_LOWER_B_CLK_PERF0,1442,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_CLKFBOUT->>CMT_LR_LOWER_B_CLKFBOUT2IN,1440,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_CLKFBOUT->>CMT_R_LOWER_B_CLK_MMCM11,1441,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_CLKFBSTOPPED->>CMT_TOP_LOGIC_OUTS_L_B16_2,1443,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_CLKINSTOPPED->>CMT_TOP_LOGIC_OUTS_L_B18_2,1444,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_CLKOUT0->>MMCMOUT_CLK_FREQ_BB_0,1445,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_DO0->>CMT_TOP_LOGIC_OUTS_L_B8_0,1446,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_DRDY->>CMT_TOP_LOGIC_OUTS_L_B16_1,1447,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_LOCKED->>CMT_TOP_LOGIC_OUTS_L_B18_1,1448,buffer_switch,0.000,0.000,0.000,0.000,412.5,0.000
CMT_TOP_R_LOWER_B,CMT_LR_LOWER_B_MMCM_PSDONE->>CMT_TOP_LOGIC_OUTS_L_B21_1,1449,buffer_switch,0.000,0.000,0.000,0.000,1506.3125,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASERA_CTSBUS0->CMT_TOP_LOGIC_OUTS_L_B14_8,659,pass_transistor,,,,,0.000,
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_IN_A_ICLK->>CMT_PHASER_A_ICLK_TOIOI,1455,buffer_switch,0.119,0.113,0.040,0.037,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_IN_A_ICLKDIV->>CMT_PHASER_A_ICLKDIV_TOIOI,1456,buffer_switch,0.126,0.120,0.044,0.040,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_IN_B_ICLK->>CMT_TOP_ICLK_13,1457,buffer_switch,0.265,0.231,0.113,0.099,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_IN_B_ICLK->>CMT_TOP_ICLK_14,1458,buffer_switch,0.262,0.228,0.110,0.096,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_IN_B_ICLK->>CMT_TOP_ICLK_15,1459,buffer_switch,0.262,0.228,0.111,0.097,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_IN_B_ICLKDIV->>CMT_TOP_ICLKDIV_13,1460,buffer_switch,0.259,0.225,0.109,0.095,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_IN_B_ICLKDIV->>CMT_TOP_ICLKDIV_14,1461,buffer_switch,0.255,0.221,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_IN_B_ICLKDIV->>CMT_TOP_ICLKDIV_15,1462,buffer_switch,0.255,0.221,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_OUT_A_OCLK->>CMT_PHASER_A_OCLK_TOIOI,1463,buffer_switch,0.111,0.105,0.039,0.035,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_OUT_A_OCLK1X_90->>CMT_PHASER_A_OCLK90_TOIOI,1464,buffer_switch,0.108,0.103,0.038,0.034,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_OUT_A_OCLKDIV->>CMT_PHASER_A_OCLKDIV_TOIOI,1465,buffer_switch,0.113,0.107,0.040,0.036,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_OUT_B_OCLK->>CMT_TOP_OCLK_13,1466,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_OUT_B_OCLK->>CMT_TOP_OCLK_14,1467,buffer_switch,0.248,0.215,0.104,0.090,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_OUT_B_OCLK->>CMT_TOP_OCLK_15,1468,buffer_switch,0.248,0.215,0.104,0.090,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_OUT_B_OCLKDIV->>CMT_TOP_OCLKDIV_13,1469,buffer_switch,0.253,0.220,0.108,0.094,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_OUT_B_OCLKDIV->>CMT_TOP_OCLKDIV_14,1470,buffer_switch,0.253,0.220,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_MMCM_PHASER_OUT_B_OCLKDIV->>CMT_TOP_OCLKDIV_15,1471,buffer_switch,0.253,0.220,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_3,1476,buffer_switch,0.253,0.220,0.105,0.091,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_4,1477,buffer_switch,0.253,0.220,0.105,0.091,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_5,1478,buffer_switch,0.253,0.220,0.105,0.091,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_6,1479,buffer_switch,0.253,0.220,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_7,1480,buffer_switch,0.256,0.222,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_8,1481,buffer_switch,0.256,0.222,0.108,0.094,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_9,1482,buffer_switch,0.257,0.223,0.108,0.094,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_10,1473,buffer_switch,0.259,0.225,0.109,0.095,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_11,1474,buffer_switch,0.260,0.226,0.110,0.096,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_12,1475,buffer_switch,0.260,0.226,0.110,0.096,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_3,1486,buffer_switch,0.261,0.227,0.111,0.097,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_4,1487,buffer_switch,0.261,0.227,0.111,0.097,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_5,1488,buffer_switch,0.261,0.227,0.110,0.096,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_6,1489,buffer_switch,0.261,0.227,0.110,0.096,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_7,1490,buffer_switch,0.262,0.228,0.111,0.097,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_8,1491,buffer_switch,0.262,0.228,0.111,0.097,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_9,1492,buffer_switch,0.263,0.229,0.112,0.098,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_10,1483,buffer_switch,0.265,0.231,0.113,0.099,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_11,1484,buffer_switch,0.265,0.231,0.113,0.099,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_ICLK_TOIOI->>CMT_TOP_ICLK_12,1485,buffer_switch,0.265,0.231,0.113,0.099,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK90_TOIOI->>CMT_TOP_OCLK1X_90_8,1493,buffer_switch,0.252,0.219,0.108,0.094,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_3,1497,buffer_switch,0.253,0.220,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_4,1498,buffer_switch,0.253,0.220,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_5,1499,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_6,1500,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_7,1501,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_8,1502,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_9,1503,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_10,1494,buffer_switch,0.252,0.219,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_11,1495,buffer_switch,0.252,0.219,0.108,0.094,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_12,1496,buffer_switch,0.252,0.219,0.108,0.094,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_3,1507,buffer_switch,0.246,0.214,0.104,0.090,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_4,1508,buffer_switch,0.246,0.214,0.104,0.090,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_5,1509,buffer_switch,0.245,0.213,0.103,0.089,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_6,1510,buffer_switch,0.245,0.213,0.103,0.089,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_7,1511,buffer_switch,0.244,0.212,0.103,0.089,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_8,1512,buffer_switch,0.246,0.214,0.104,0.090,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_9,1513,buffer_switch,0.248,0.215,0.105,0.091,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_10,1504,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_11,1505,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_PHASER_A_OCLK_TOIOI->>CMT_TOP_OCLK_12,1506,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_R_LOWER_B_CLK_FREQ_BB0->>CMT_LR_LOWER_B_MMCM_CLKFBIN,1451,buffer_switch,0.249,0.237,0.081,0.073,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_R_LOWER_B_CLK_IN1_HCLK->>CMT_LR_LOWER_B_MMCM_CLKIN1,1452,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_R_LOWER_B_CLK_IN1_INT->>CMT_LR_LOWER_B_MMCM_CLKIN1,1453,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_R_LOWER_B_CLK_IN3_INT->>CMT_LR_LOWER_B_MMCM_CLKFBIN,1454,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_CLK0_0->>CMT_LR_LOWER_B_MMCM_DCLK,1514,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_CLK0_1->>CMT_LR_LOWER_B_MMCM_PSCLK,1515,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_CLK0_14->>CMT_R_LOWER_B_CLK_IN3_INT,1516,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_CLK0_15->>CMT_R_LOWER_B_CLK_IN1_INT,1517,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_CLK1_15->>CMT_R_LOWER_B_CLK_IN2_INT,1518,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_IMUX0_0->>CMT_LR_LOWER_B_MMCM_DI0,1519,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_IMUX0_1->>CMT_LR_LOWER_B_MMCM_DADDR0,1520,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_IMUX0_2->>CMT_LR_LOWER_B_MMCM_CLKINSEL,1521,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_IMUX15_1->>CMT_LR_LOWER_B_MMCM_DEN,1522,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_IMUX1_2->>CMT_LR_LOWER_B_MMCM_PSEN,1523,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_IMUX22_1->>CMT_LR_LOWER_B_MMCM_DWE,1524,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_IMUX2_2->>CMT_LR_LOWER_B_MMCM_PSINCDEC,1525,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_IMUX34_2->>CMT_LR_LOWER_B_MMCM_RST,1526,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,CMT_TOP_IMUX47_1->>CMT_LR_LOWER_B_MMCM_PWRDWN,1527,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,MMCM_CLK_FREQ_BB_NS0->>CMT_R_LOWER_B_CLK_FREQ_BB3,1528,buffer_switch,0.000,0.000,0.000,0.000,0.0,0.000
CMT_TOP_R_LOWER_B,MMCM_CLK_FREQ_BB_REBUF0_NS<<->>MMCM_CLK_FREQ_BB_NS0,1472,tl_buffer,0.000,0.000,0.000,0.000,,
CMT_TOP_R_LOWER_T,CMT_PHASERREF_DOWN_PHASERIN_A->CMT_PHASER_IN_CA_PHASEREFCLK,659,pass_transistor,,,,,0.000,
CMT_TOP_R_LOWER_T,CMT_PHASER_BOT_REFMUX_0->>CMT_PHASER_IN_CA_FREQREFCLK,1743,buffer_switch,0.254,0.241,0.095,0.086,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_BOT_REFMUX_0->>CMT_PHASER_IN_DB_FREQREFCLK,1744,buffer_switch,0.254,0.241,0.094,0.085,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_BOT_REFMUX_0->>CMT_PHASER_OUT_DB_FREQREFCLK,1745,buffer_switch,0.265,0.252,0.098,0.089,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_BOT_REFMUX_0->>CMT_PHASER_OUT_CA_FREQREFCLK,1746,buffer_switch,0.265,0.252,0.098,0.089,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_BOT_REFMUX_1->>CMT_PHASER_OUT_DB_MEMREFCLK,1747,buffer_switch,0.237,0.225,0.078,0.071,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_BOT_REFMUX_1->>CMT_PHASER_OUT_CA_MEMREFCLK,1748,buffer_switch,0.248,0.235,0.087,0.078,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_0,1477,buffer_switch,0.253,0.220,0.105,0.091,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_1,1478,buffer_switch,0.253,0.220,0.105,0.091,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_2,1479,buffer_switch,0.253,0.220,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_3,1480,buffer_switch,0.256,0.222,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_4,1481,buffer_switch,0.256,0.222,0.108,0.094,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_5,1482,buffer_switch,0.257,0.223,0.108,0.094,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_6,1473,buffer_switch,0.259,0.225,0.109,0.095,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_7,1474,buffer_switch,0.260,0.226,0.110,0.096,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLKDIV_TOIOI->>CMT_TOP_ICLKDIV_8,1475,buffer_switch,0.260,0.226,0.110,0.096,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLK_TOIOI->>CMT_TOP_ICLK_0,1487,buffer_switch,0.261,0.227,0.111,0.097,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLK_TOIOI->>CMT_TOP_ICLK_1,1488,buffer_switch,0.261,0.227,0.110,0.096,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLK_TOIOI->>CMT_TOP_ICLK_2,1489,buffer_switch,0.261,0.227,0.110,0.096,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLK_TOIOI->>CMT_TOP_ICLK_3,1490,buffer_switch,0.262,0.228,0.111,0.097,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLK_TOIOI->>CMT_TOP_ICLK_4,1491,buffer_switch,0.262,0.228,0.111,0.097,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLK_TOIOI->>CMT_TOP_ICLK_5,1492,buffer_switch,0.263,0.229,0.112,0.098,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLK_TOIOI->>CMT_TOP_ICLK_6,1483,buffer_switch,0.265,0.231,0.113,0.099,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLK_TOIOI->>CMT_TOP_ICLK_7,1484,buffer_switch,0.265,0.231,0.113,0.099,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_ICLK_TOIOI->>CMT_TOP_ICLK_8,1485,buffer_switch,0.265,0.231,0.113,0.099,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_OCLK90_TOIOI->>CMT_TOP_OCLK1X_90_4,1493,buffer_switch,0.252,0.219,0.108,0.094,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_0,1498,buffer_switch,0.253,0.220,0.107,0.093,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_1,1499,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_2,1500,buffer_switch,0.251,0.218,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_3,1501,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_4,1502,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
CMT_TOP_R_LOWER_T,CMT_PHASER_B_OCLKDIV_TOIOI->>CMT_TOP_OCLKDIV_5,1503,buffer_switch,0.249,0.216,0.106,0.092,0.0,0.000
